1.774821e+003,4.242454e-001
1.774942e+003,3.920786e-001
1.775062e+003,3.569942e-001
1.775183e+003,3.228914e-001
1.775303e+003,2.930609e-001
1.775424e+003,2.698205e-001
1.775544e+003,2.545326e-001
1.775665e+003,2.478686e-001
1.775786e+003,2.501045e-001
1.775906e+003,2.612434e-001
1.776027e+003,2.808926e-001
1.776147e+003,3.079907e-001
1.776268e+003,3.406219e-001
1.776388e+003,3.760917e-001
1.776509e+003,4.113340e-001
1.776629e+003,4.435000e-001
1.776750e+003,4.704873e-001
1.776870e+003,4.911630e-001
1.776991e+003,5.052093e-001
1.777111e+003,5.127069e-001
1.777232e+003,5.137361e-001
1.777352e+003,5.082071e-001
1.777473e+003,4.960508e-001
1.777594e+003,4.776190e-001
1.777714e+003,4.540451e-001
1.777835e+003,4.273122e-001
1.777955e+003,3.999323e-001
1.778076e+003,3.743723e-001
1.778196e+003,3.525146e-001
1.778317e+003,3.354232e-001
1.778437e+003,3.235283e-001
1.778558e+003,3.170981e-001
1.778678e+003,3.166835e-001
1.778799e+003,3.232436e-001
1.778919e+003,3.378018e-001
1.779040e+003,3.607583e-001
1.779160e+003,3.912007e-001
1.779281e+003,4.265486e-001
1.779401e+003,4.627759e-001
1.779522e+003,4.951416e-001
1.779643e+003,5.191789e-001
1.779763e+003,5.315743e-001
1.779884e+003,5.307008e-001
1.780004e+003,5.167058e-001
1.780125e+003,4.913099e-001
1.780245e+003,4.574537e-001
1.780366e+003,4.189452e-001
1.780486e+003,3.800767e-001
1.780607e+003,3.451369e-001
1.780727e+003,3.177677e-001
1.780848e+003,3.002710e-001
1.780968e+003,2.931132e-001
1.781089e+003,2.949317e-001
1.781209e+003,3.031644e-001
1.781330e+003,3.151764e-001
1.781451e+003,3.294411e-001
1.781571e+003,3.462346e-001
1.781692e+003,3.674558e-001
1.781812e+003,3.955677e-001
1.781933e+003,4.320672e-001
1.782053e+003,4.761901e-001
1.782174e+003,5.244507e-001
1.782294e+003,5.712997e-001
1.782415e+003,6.106356e-001
1.782535e+003,6.375532e-001
1.782656e+003,6.495963e-001
1.782776e+003,6.470608e-001
1.782897e+003,6.323387e-001
1.783017e+003,6.087562e-001
1.783138e+003,5.794771e-001
1.783258e+003,5.469523e-001
1.783379e+003,5.129780e-001
1.783500e+003,4.790882e-001
1.783620e+003,4.468507e-001
1.783741e+003,4.177846e-001
1.783861e+003,3.929347e-001
1.783982e+003,3.724685e-001
1.784102e+003,3.557015e-001
1.784223e+003,3.417630e-001
1.784343e+003,3.306718e-001
1.784464e+003,3.242631e-001
1.784584e+003,3.263254e-001
1.784705e+003,3.416212e-001
1.784825e+003,3.739939e-001
1.784946e+003,4.243079e-001
1.785066e+003,4.891234e-001
1.785187e+003,5.608223e-001
1.785307e+003,6.292563e-001
1.785428e+003,6.843535e-001
1.785549e+003,7.187054e-001
1.785669e+003,7.291797e-001
1.785790e+003,7.170680e-001
1.785910e+003,6.869321e-001
1.786031e+003,6.447995e-001
1.786151e+003,5.965266e-001
1.786272e+003,5.468781e-001
1.786392e+003,4.994233e-001
1.786513e+003,4.569091e-001
1.786633e+003,4.216449e-001
1.786754e+003,3.955638e-001
1.786874e+003,3.799972e-001
1.786995e+003,3.754264e-001
1.787115e+003,3.815460e-001
1.787236e+003,3.977253e-001
1.787357e+003,4.236357e-001
1.787477e+003,4.595904e-001
1.787598e+003,5.062299e-001
1.787718e+003,5.635104e-001
1.787839e+003,6.294282e-001
1.787959e+003,6.991411e-001
1.788080e+003,7.651315e-001
1.788200e+003,8.185719e-001
1.788321e+003,8.515127e-001
1.788441e+003,8.590776e-001
1.788562e+003,8.407809e-001
1.788682e+003,8.004562e-001
1.788803e+003,7.448950e-001
1.788923e+003,6.818124e-001
1.789044e+003,6.180052e-001
1.789165e+003,5.583260e-001
1.789285e+003,5.056382e-001
1.789406e+003,4.614172e-001
1.789526e+003,4.264213e-001
1.789647e+003,4.009731e-001
1.789767e+003,3.848027e-001
1.789888e+003,3.767442e-001
1.790008e+003,3.747658e-001
1.790129e+003,3.766076e-001
1.790249e+003,3.808792e-001
